length_url,random_domain,nb_external_redirection,suspecious_tld,external_favicon,links_in_tags,sfh,domain_in_title,domain_age,web_traffic,status
89,0,0,0,0,100,0,1,-1,0,phishing
51,0,0,0,0,100,0,1,2315,0,phishing
37,0,0,0,1,88.88888889,0,1,5440,5483,legitimate
87,0,0,0,0,100,0,1,244,0,phishing
35,0,0,0,0,0,0,1,44,0,phishing
39,0,0,0,1,60.43956044,0,1,1547,4639,phishing
77,0,0,0,1,35.29411765,0,1,3468,71893,legitimate
89,1,0,0,0,0,0,1,7224,7674,legitimate
26,1,0,0,0,75,0,1,8756,65241,phishing
24,0,0,0,1,91.66666667,0,1,-1,9140,legitimate
55,0,0,0,1,47.36842105,0,1,7619,2205,legitimate
37,0,0,0,0,0,0,1,720,0,phishing
54,0,0,0,0,0,0,1,5233,10313348,phishing
38,0,0,0,1,0,0,1,5,0,phishing
92,0,0,0,0,100,0,1,-1,0,phishing
79,0,0,0,1,4.166666667,0,1,3602,3149099,legitimate
19,1,0,0,1,88.88888889,0,1,-1,581135,legitimate
54,0,0,0,0,25,0,1,5848,110671,legitimate
19,1,0,0,0,95.65217391,0,0,8822,1118419,legitimate
34,0,0,0,0,78.57142857,0,0,774,105290,phishing
60,0,0,0,1,0,0,1,5615,0,phishing
43,0,0,0,0,0,0,1,-1,0,phishing
46,0,0,0,1,0,0,1,-1,0,phishing
25,0,0,0,1,50,0,0,1954,324993,legitimate
33,0,0,0,0,50,0,1,7491,63,legitimate
33,0,0,0,0,0,0,1,-1,285559,legitimate
52,0,0,0,0,87.5,0,1,6680,12789,legitimate
77,0,0,0,1,0,0,0,8348,1,phishing
24,0,0,0,0,100,0,1,2371,89351,legitimate
77,0,0,0,0,100,0,1,5767,0,phishing
90,0,0,0,1,50,0,1,254,0,phishing
59,0,0,0,1,0,0,1,5627,0,phishing
23,0,0,0,0,100,0,1,6529,1271666,legitimate
67,0,0,0,0,0,0,0,2488,0,legitimate
52,0,0,0,0,100,0,0,-2,784630,legitimate
33,1,0,0,1,75,0,1,-1,80841,phishing
31,0,0,0,0,69.23076923,0,1,6660,1791361,legitimate
34,0,0,0,1,73.33333333,0,1,3539,0,legitimate
37,0,0,0,0,100,0,1,8088,7047,phishing
31,0,0,0,0,100,0,1,-1,0,phishing
23,1,0,0,0,100,0,1,8430,567,legitimate
26,0,0,0,1,10,0,0,8944,944274,legitimate
47,0,0,0,1,61.53846154,0,1,6259,682,legitimate
81,0,0,0,0,100,0,1,5767,0,phishing
33,0,0,1,1,0,0,1,1953,4365,phishing
36,0,0,0,1,21.73913043,0,1,7447,0,legitimate
65,0,0,0,0,0,0,1,6201,171108,legitimate
315,0,0,0,0,100,0,0,7499,1079600,phishing
41,0,0,0,0,100,0,0,2683,80446,legitimate
52,0,0,0,0,0,0,1,-1,0,phishing
25,0,0,0,1,50,0,0,2038,2663228,legitimate
126,0,0,0,0,0,0,1,322,126941,phishing
33,0,0,0,1,38.46153846,0,0,7737,1601,legitimate
44,0,0,0,1,0,0,1,1534,0,phishing
22,0,0,0,0,83.33333333,0,0,7701,157749,legitimate
36,0,0,0,1,6.818181818,0,1,3799,7256020,legitimate
49,0,0,0,1,16.66666667,0,1,2128,17173,legitimate
30,0,0,0,1,7.142857143,0,1,7298,5738074,legitimate
64,0,0,0,0,0,0,1,5616,0,phishing
110,1,0,0,0,100,0,1,-1,67041,phishing
27,0,0,0,0,92,0,1,2964,2913616,legitimate
82,0,0,0,0,0,0,1,7083,17964,phishing
217,0,0,0,1,50,0,1,874,8899502,phishing
27,0,0,0,1,50,0,1,6791,296232,legitimate
26,0,0,0,0,50,0,0,4441,1175360,legitimate
34,0,0,0,1,85,0,1,4558,2424363,legitimate
107,0,0,0,1,50,0,1,4609,0,phishing
86,0,0,0,0,100,0,1,6249,0,phishing
24,0,0,0,1,2.631578947,0,1,2842,223021,legitimate
31,0,0,0,1,81.81818182,0,1,7189,490968,phishing
40,0,0,0,1,87.09677419,0,0,6606,899,phishing
26,0,0,0,1,0,0,0,3020,262457,legitimate
53,0,0,0,1,89.28571429,0,0,8833,2717,legitimate
19,0,0,0,0,0,0,1,-1,35701,phishing
23,0,0,1,0,100,0,0,711,2046137,phishing
43,0,0,0,1,0,0,1,1950,341948,phishing
128,0,0,0,0,100,0,1,4003,5816617,phishing
25,0,0,0,0,96.42857143,0,0,3165,799767,legitimate
68,0,0,0,0,100,0,1,3993,5707171,phishing
47,0,0,0,0,75,0,1,8387,788213,legitimate
125,0,0,0,0,100,0,1,3993,5707171,phishing
39,0,0,0,0,68.96551724,0,1,8051,57926,legitimate
61,0,0,0,0,93.33333333,0,1,-1,2773762,phishing
43,1,0,0,0,0,0,1,-1,48450,legitimate
43,0,0,0,0,100,0,1,31,0,phishing
47,0,0,0,0,0,0,1,-1,0,legitimate
22,0,0,0,0,0,0,1,5576,131599,legitimate
147,0,0,0,0,0,0,1,376,0,phishing
17,1,0,0,1,73.33333333,0,1,-1,297787,legitimate
132,0,0,0,1,0,0,1,7765,32,phishing
55,0,0,0,1,0,0,1,5626,0,phishing
84,0,0,1,0,0,0,1,540,0,legitimate
58,0,0,0,0,42.85714286,0,1,2784,71132,legitimate
62,0,0,0,1,0,0,1,5616,0,phishing
32,1,0,0,0,0,0,1,8093,3612,phishing
40,0,0,0,1,11.11111111,0,1,2004,0,legitimate
35,0,0,0,0,0,0,1,-1,0,phishing
54,0,0,0,1,0,0,1,135,0,phishing
71,0,0,0,1,44.44444444,0,1,2694,0,phishing
30,0,0,0,1,50,0,1,2736,6310833,legitimate
45,0,0,0,1,60,0,1,4089,0,phishing
96,0,0,0,1,46.15384615,0,1,971,0,phishing
34,0,0,0,1,8.333333333,0,1,7298,3725373,legitimate
67,0,0,0,1,0,0,1,4212,0,phishing
69,0,0,0,1,0,0,1,323,0,phishing
54,0,0,0,1,53.84615385,0,1,4968,8541,legitimate
73,0,0,0,1,58.82352941,0,1,5222,135,legitimate
44,0,0,0,0,100,0,0,7133,12,legitimate
71,0,0,0,0,100,0,1,1079,710503,phishing
32,0,0,0,1,0,0,0,7412,1561104,phishing
122,0,0,0,1,7.692307692,0,1,8019,0,phishing
76,0,0,0,0,100,0,1,3993,5707171,phishing
138,0,0,0,1,0,0,1,8018,0,phishing
61,0,0,0,1,75,0,0,3022,32574,legitimate
100,0,0,0,1,0,0,1,5797,4997,legitimate
32,0,0,0,1,0,0,1,7295,0,phishing
19,1,0,0,0,0,0,1,3166,37159,phishing
72,0,0,0,0,0,0,1,-1,37441,legitimate
52,0,0,0,1,81.81818182,0,1,-1,48772,legitimate
27,0,0,0,0,100,0,0,6535,1326081,legitimate
37,0,0,0,1,0,0,1,7295,0,phishing
37,1,0,0,1,0,0,1,-1,0,phishing
54,0,0,0,0,100,0,1,836,0,phishing
33,0,0,0,0,100,0,1,5074,468378,legitimate
49,0,0,0,1,7.692307692,0,1,7118,32707,legitimate
50,0,0,0,1,10,0,1,7297,0,phishing
29,0,0,0,0,100,0,1,1515,0,phishing
30,0,0,0,1,85,0,1,6773,332267,legitimate
139,0,0,0,0,100,0,1,4003,5816617,phishing
61,0,0,0,0,100,0,1,7913,943,legitimate
82,0,0,0,1,0,0,0,8348,1,phishing
39,0,0,0,1,0,0,1,162,0,phishing
105,0,0,0,1,33.33333333,0,1,8346,1,phishing
82,0,0,0,1,75,0,1,-1,92080,legitimate
41,0,0,0,1,0,0,1,7299,5682356,legitimate
25,0,0,0,0,87.5,0,0,-1,8082898,legitimate
56,0,0,0,0,100,0,0,6843,74297,legitimate
47,0,0,0,1,0,0,1,5616,0,phishing
47,0,0,0,0,0,0,1,2869,10478953,phishing
42,0,0,0,1,50,0,1,1337,0,phishing
64,0,0,0,1,22.58064516,0,1,1536,4558,phishing
45,0,0,0,0,0,0,1,6402,0,legitimate
36,0,0,0,0,0,0,1,716,0,phishing
33,0,0,0,1,65.2173913,0,1,3433,375480,legitimate
36,0,0,0,1,90,0,0,3231,423762,legitimate
44,0,0,0,0,100,0,1,12872,1943,legitimate
39,0,0,0,1,0,0,1,7295,0,phishing
27,0,0,0,0,85.71428571,0,0,3434,9424,legitimate
22,0,0,0,0,88.23529412,0,0,3328,2401957,legitimate
25,1,0,0,1,14.28571429,0,1,-1,215181,legitimate
55,0,0,0,1,85.71428571,0,1,8159,50501,legitimate
22,0,0,0,0,100,0,1,-1,0,legitimate
50,0,1,0,1,10,0,1,-1,0,phishing
64,0,0,0,1,90,0,0,8765,76848,legitimate
62,1,0,0,0,91.83673469,0,1,8469,42124,legitimate
75,0,0,0,1,78.57142857,0,1,1854,7237293,phishing
26,0,0,0,0,100,0,1,3388,0,phishing
43,0,0,0,1,56,0,0,5637,2,legitimate
169,0,0,0,0,0,0,0,8348,1,phishing
160,0,0,0,0,66.66666667,0,1,4284,0,phishing
67,0,0,0,1,79.16666667,0,0,4950,5977,legitimate
79,0,0,0,1,62.5,0,1,3347,0,phishing
42,1,0,0,1,81.81818182,0,1,5913,86462,legitimate
46,0,0,0,1,0,0,1,1794,0,phishing
56,0,0,0,0,100,0,0,7134,13,legitimate
32,0,0,0,1,18.18181818,0,1,2835,0,phishing
124,0,0,0,0,100,0,1,4003,5828815,phishing
66,0,0,0,0,66.66666667,0,1,-1,442372,legitimate
33,0,0,0,0,100,0,1,7130,12,legitimate
30,0,0,0,0,0,0,1,-1,0,phishing
90,0,0,0,1,40,0,1,-1,4382,legitimate
38,0,0,0,0,100,0,0,1338,22211,phishing
36,0,0,0,0,75,0,1,8323,1355200,legitimate
51,0,0,0,1,77.77777778,0,0,9285,121,legitimate
27,0,0,0,0,95.83333333,0,0,1801,38436,legitimate
23,0,0,0,0,0,0,1,56,0,phishing
29,0,0,0,0,33.33333333,0,1,2613,4623984,legitimate
25,1,0,0,1,27.27272727,0,0,1496,1337125,legitimate
165,0,0,0,0,100,0,1,3064,0,phishing
54,0,0,0,0,0,0,1,5934,1314432,legitimate
72,0,0,0,1,78.57142857,0,0,7590,635,legitimate
34,0,0,0,1,20,0,1,1547,4639,phishing
58,0,0,0,1,94.11764706,0,0,6983,3568,legitimate
60,0,0,0,1,0,0,1,829,0,phishing
61,0,0,0,0,100,0,0,7526,107288,legitimate
27,0,0,0,0,25,0,1,3861,8439309,legitimate
49,1,0,0,1,66.66666667,0,0,8705,111648,legitimate
45,0,0,0,0,0,0,1,258,0,phishing
126,0,0,0,0,80,0,1,2204,5038359,phishing
66,0,0,0,1,66.66666667,0,1,2238,8666349,phishing
68,0,0,0,0,100,0,1,3992,5697976,phishing
34,0,0,1,0,0,0,1,437,81638,legitimate
81,0,0,0,0,100,0,1,135,0,phishing
22,0,0,0,0,100,0,1,6311,0,legitimate
42,1,0,0,0,100,0,1,7496,1144878,legitimate
31,1,0,0,0,0,0,1,3781,6366,legitimate
107,0,0,0,1,64,0,1,7764,32,legitimate
28,1,0,0,1,37.5,0,1,2025,174867,legitimate
29,0,0,0,0,0,0,0,5239,643440,legitimate
17,1,0,0,0,100,0,0,-1,2619360,phishing
52,0,0,0,0,100,0,1,13,0,phishing
128,0,0,0,0,100,0,1,3993,5707171,phishing
64,0,0,0,0,100,0,1,224,0,phishing
54,0,0,0,1,7.692307692,0,1,2630,845,legitimate
25,0,0,0,0,100,0,1,614,0,phishing
48,0,0,0,0,0,0,1,2241,0,phishing
56,0,0,0,0,0,0,1,6036,554648,legitimate
84,0,0,1,1,75,0,0,-1,42884,legitimate
80,0,0,0,0,0,0,1,4503,0,phishing
52,0,0,0,0,0,0,0,8346,1,phishing
18,1,0,0,0,0,0,0,-1,518954,phishing
71,0,0,0,0,50,0,1,6257,521,legitimate
47,0,0,0,0,100,0,0,7133,12,legitimate
105,0,0,0,0,0,0,1,5804,4953,phishing
39,0,0,0,1,81.81818182,0,1,7328,869662,phishing
36,0,0,0,1,0,0,1,1479,0,phishing
68,0,0,0,0,100,0,1,3993,5707171,phishing
29,0,0,0,0,0,0,1,-1,908288,legitimate
118,0,0,0,0,94.11764706,0,0,8757,24862,legitimate
34,0,0,0,1,96.82539683,0,0,2301,22884,phishing
99,0,0,0,1,15.38461538,0,1,4057,98,legitimate
31,0,0,0,1,5.263157895,0,0,-1,0,legitimate
48,0,0,0,1,57.14285714,0,0,2348,242805,legitimate
49,0,0,0,1,87.09677419,0,0,6605,899,phishing
36,0,0,0,0,85.18518519,0,1,3872,785774,legitimate
25,0,0,0,0,100,0,1,5159,0,legitimate
47,0,0,0,1,0,0,1,2252,0,phishing
58,0,0,0,0,0,0,1,8350,1,legitimate
37,0,0,0,1,70,0,1,3911,7910131,phishing
25,0,0,0,0,100,0,1,5437,6738927,legitimate
31,0,0,0,0,60,0,1,4340,6917,legitimate
40,0,0,0,0,100,0,1,7587,988,legitimate
62,0,0,0,0,100,0,0,7985,13560,legitimate
49,0,0,0,0,87.5,0,1,4721,0,legitimate
25,1,0,0,0,80,0,0,-1,0,legitimate
41,0,0,0,0,100,0,0,7133,12,legitimate
28,0,0,0,0,100,0,1,5714,10088551,legitimate
30,0,0,0,1,70,0,1,-1,3433037,legitimate
52,0,0,0,1,90,0,0,9549,7073,legitimate
60,0,0,0,0,0,0,1,4397,0,phishing
47,0,0,1,0,100,0,1,7378,746847,phishing
23,0,0,0,0,100,0,1,2932,0,phishing
36,0,0,0,1,17.64705882,0,1,7299,1229372,legitimate
74,0,0,0,0,95.65217391,0,1,-1,790874,legitimate
50,0,0,0,0,0,0,1,2861,0,legitimate
59,1,0,1,1,0,0,1,4914,58891,phishing
43,0,0,0,1,9.090909091,0,1,4987,0,phishing
49,1,0,0,0,0,0,1,-1,43376,legitimate
41,0,0,0,1,91.66666667,0,1,7105,4224244,legitimate
46,0,0,0,0,0,0,1,-1,4992,legitimate
42,0,0,0,0,0,0,1,4537,0,phishing
44,1,0,0,0,0,0,1,5824,0,legitimate
33,0,0,0,0,100,0,1,-1,1888375,legitimate
25,0,0,0,1,58.62068966,0,1,2342,263173,legitimate
61,0,0,0,0,33.33333333,0,1,7890,1402896,legitimate
57,1,0,0,0,100,0,1,-1,7782684,phishing
36,0,0,0,1,83.33333333,0,0,7992,6459,legitimate
56,0,0,0,1,0,0,1,5626,9331979,phishing
35,0,0,0,1,60,0,1,4499,0,legitimate
55,0,0,0,0,100,0,1,4190,0,phishing
78,0,0,0,1,22.85714286,0,1,2578,8949,legitimate
47,0,0,0,1,21.42857143,0,1,7523,2902,legitimate
41,0,0,0,0,0,0,1,2590,0,phishing
57,0,0,0,1,50,0,1,8348,1,phishing
55,0,0,0,0,100,0,1,2563,0,phishing
56,0,0,0,0,66.66666667,0,0,5044,380,legitimate
39,0,0,0,0,100,0,1,7583,965,legitimate
19,1,0,0,0,100,0,1,-2,0,phishing
27,0,0,0,1,85.71428571,0,1,5022,2714532,legitimate
37,0,0,0,1,44,0,1,-1,382395,legitimate
42,0,0,0,0,100,0,0,7133,12,legitimate
35,0,0,1,1,0,0,1,240,0,phishing
32,0,0,0,0,100,0,1,1777,2408885,phishing
47,0,0,0,1,88.88888889,0,0,2573,0,phishing
149,1,0,0,1,72.72727273,0,0,6348,2869931,legitimate
121,0,0,0,1,7.692307692,0,1,8019,0,phishing
65,0,0,0,0,100,0,1,181,0,phishing
204,0,0,0,0,33.33333333,0,1,3424,2089560,phishing
15,0,0,0,0,100,0,0,-1,15858,legitimate
101,0,0,0,0,100,0,1,4190,0,phishing
89,0,0,0,0,100,0,1,330,0,phishing
91,0,0,0,0,100,0,1,243,0,phishing
39,0,0,0,0,100,0,0,1338,22211,phishing
108,0,0,0,0,97.87234043,0,0,3964,10203,legitimate
58,0,0,0,1,50,0,1,-1,8785357,phishing
58,0,0,0,0,100,0,0,5080,119046,legitimate
52,1,0,0,1,0,0,1,613,0,phishing
24,0,0,0,0,92.30769231,0,0,6769,0,legitimate
28,0,0,0,0,80,0,1,-1,616337,legitimate
73,0,0,0,1,40,0,1,5408,142110,legitimate
26,0,0,0,1,0,0,1,2139,309382,phishing
68,0,0,0,0,76.92307692,0,1,5990,187079,phishing
41,0,0,0,0,100,0,0,7134,12,legitimate
33,0,0,0,1,78.37837838,0,0,4440,2375,legitimate
49,0,0,0,0,100,0,1,-1,4934,legitimate
26,0,0,0,1,43.75,0,0,-1,728287,legitimate
30,0,0,0,1,0,0,1,7295,0,phishing
45,0,0,0,1,42.85714286,0,0,11285,124057,legitimate
84,0,0,0,1,71.42857143,0,1,-1,0,phishing
55,0,0,0,0,0,0,1,6734,0,phishing
128,0,0,0,0,100,0,1,4003,5828815,phishing
49,0,0,0,1,8.333333333,0,1,-1,0,phishing
69,0,0,0,0,0,0,1,8416,0,phishing
105,0,0,0,0,100,0,0,7038,1314,phishing
47,0,0,0,0,100,0,1,7530,23288,phishing
64,0,0,0,0,44.44444444,0,1,5865,451542,legitimate
30,0,0,0,1,25,0,1,2347,86181,legitimate
56,0,0,0,0,0,0,1,4755,0,phishing
38,0,0,0,0,75,0,1,923,0,phishing
27,0,0,0,1,66.66666667,0,0,6260,0,legitimate
71,0,0,0,0,100,0,0,5097,3659,legitimate
50,0,0,0,0,100,0,1,6080,0,phishing
120,0,0,0,0,62.5,0,1,7405,7231,legitimate
68,0,0,0,1,50,0,1,3075,438190,legitimate
100,0,0,0,1,7.142857143,0,1,2195,0,phishing
45,0,0,0,1,80,0,1,4202,0,phishing
26,0,0,0,0,100,0,0,7696,698224,legitimate
33,0,0,0,1,70.58823529,0,1,3199,1922851,legitimate
68,0,0,0,0,100,0,1,5805,0,phishing
204,0,0,0,0,50,0,1,1556,0,phishing
66,0,0,0,0,0,0,1,-1,477976,legitimate
130,0,0,0,1,0,0,1,5670,5836,phishing
107,0,0,0,0,0,0,1,-1,0,phishing
52,0,0,0,0,0,0,1,6896,0,phishing
74,0,0,0,0,83.33333333,0,0,5511,469364,legitimate
27,0,0,0,0,0,0,1,-1,0,phishing
56,0,0,0,0,83.33333333,0,1,6107,0,phishing
90,0,0,0,0,9.090909091,0,1,8019,0,phishing
54,1,0,0,0,0,0,1,4068,0,phishing
70,0,0,0,1,0,0,1,5616,0,phishing
78,0,0,0,0,0,0,1,7142,1347894,legitimate
54,0,0,0,0,0,0,1,7083,17964,phishing
53,0,0,0,0,0,0,1,5972,0,phishing
31,0,0,0,1,75,0,0,9325,1394,legitimate
41,0,0,0,0,100,0,1,5454,1885,legitimate
44,0,0,0,0,100,0,0,9558,18981,legitimate
39,0,0,0,1,37.5,0,1,7298,0,legitimate
26,0,0,0,0,95.23809524,0,0,6683,485347,legitimate
66,0,0,0,1,28.57142857,0,1,2486,0,phishing
62,0,0,0,0,86.66666667,0,1,-1,177488,legitimate
35,0,0,0,0,33.33333333,0,1,-1,798738,legitimate
25,0,0,0,0,66.66666667,0,1,5160,0,legitimate
23,0,0,0,1,27.5,0,1,3496,4661621,legitimate
126,0,0,0,0,100,0,1,4003,5816617,phishing
73,0,0,0,1,11.11111111,0,1,6056,41,legitimate
116,0,0,0,0,100,0,1,-1,0,phishing
40,0,0,0,0,0,0,1,768,0,phishing
35,0,0,0,0,100,0,1,5947,1433231,legitimate
20,0,0,0,0,100,0,1,1465,5811225,legitimate
30,0,0,0,1,0,0,0,539,2368593,phishing
68,0,0,0,0,100,0,0,1021,0,phishing
68,1,0,0,0,0,0,1,-1,0,phishing
88,0,0,0,0,0,0,0,5158,114,legitimate
33,0,0,0,1,28.57142857,0,1,1180,1880775,legitimate
25,0,0,0,1,25,0,0,2713,0,legitimate
35,0,0,0,1,56,0,0,5635,2,legitimate
97,0,0,0,1,30.3030303,0,1,8481,3227,legitimate
46,0,0,0,0,0,0,1,-1,0,phishing
27,0,0,0,0,100,0,0,7302,925488,legitimate
44,0,0,0,0,0,0,1,1407,0,phishing
58,1,0,0,0,100,0,1,-1,0,phishing
55,0,0,0,0,60,0,1,470,0,phishing
48,0,0,0,1,0,0,1,8044,2580,legitimate
30,0,0,0,1,0,0,1,6466,4633956,legitimate
24,1,0,0,0,0,0,1,-1,0,phishing
66,0,0,0,1,50,0,1,7619,2192,legitimate
45,0,0,0,0,100,0,1,54,0,phishing
39,0,0,0,0,77.77777778,0,1,5397,474447,legitimate
54,0,0,0,1,60,0,1,-1,0,phishing
58,0,0,0,1,2.777777778,0,1,7286,332,legitimate
46,0,0,0,1,7.692307692,0,1,7123,34048,legitimate
32,0,0,0,1,80,0,1,8664,7107162,phishing
100,0,0,0,0,100,0,1,254,0,phishing
61,0,0,0,1,81.81818182,0,0,2388,1625,legitimate
61,1,0,0,0,100,0,1,5387,1909793,phishing
74,0,0,0,0,0,0,0,5160,115,legitimate
50,0,0,0,0,33.33333333,0,1,-1,0,legitimate
29,0,0,0,0,100,0,0,1336,20989,phishing
47,0,0,0,1,87.5,0,0,6328,523,legitimate
24,0,0,0,0,75,0,0,-1,5126981,legitimate
27,0,0,0,1,75,0,1,1903,3933504,legitimate
165,0,0,0,0,100,0,1,4091,7776219,phishing
50,0,0,0,1,0,0,1,3400,0,phishing
87,0,0,0,1,50,0,1,8721,6085,legitimate
91,0,0,0,0,0,0,1,-1,1112236,legitimate
70,0,0,0,0,100,0,0,9073,14978,legitimate
27,0,0,0,0,92,0,0,8697,2805305,legitimate
55,0,0,0,0,0,0,1,7717,143598,legitimate
36,0,0,0,1,0,0,1,7295,0,phishing
38,0,0,0,0,0,0,1,4792,0,phishing
128,0,0,0,0,100,0,1,3993,5707171,phishing
74,0,0,0,0,100,0,0,9035,613509,legitimate
33,0,0,0,1,77.77777778,0,1,3198,1863493,legitimate
63,0,0,0,0,100,0,1,341,0,phishing
36,0,0,0,0,0,0,1,281,0,phishing
58,0,0,0,1,97.14285714,0,0,-1,465492,legitimate
68,0,0,0,1,75,0,1,209,0,phishing
65,0,0,0,0,80,0,1,-1,6295284,legitimate
22,1,0,0,0,93.33333333,0,0,9369,31707,legitimate
15,0,0,0,1,0,0,1,-1,0,phishing
129,0,0,0,0,100,0,1,3993,5707171,phishing
37,0,0,0,1,85,0,1,8151,620877,legitimate
29,0,0,0,1,0,0,1,7295,0,phishing
171,0,0,0,1,75,0,1,103,0,phishing
39,0,0,0,0,100,0,1,6957,0,legitimate
50,0,0,0,1,20,0,1,1663,5082431,phishing
82,0,0,0,0,0,0,0,5160,114,legitimate
16,1,0,0,0,0,0,1,5874,0,legitimate
79,0,0,0,0,0,0,0,8346,1,phishing
46,0,0,0,0,0,0,1,2269,0,phishing
25,1,0,0,0,100,0,1,7637,97763,legitimate
57,0,0,0,1,0,0,0,2484,0,phishing
26,0,0,0,1,66.66666667,0,0,163,679154,legitimate
67,0,0,0,1,80,0,1,5120,7237162,legitimate
52,0,0,0,0,100,0,1,5616,0,phishing
30,0,0,0,1,0,0,0,6471,73,legitimate
49,0,0,0,1,88.23529412,0,1,1,0,phishing
16,0,0,0,0,100,0,1,-1,0,legitimate
57,0,0,0,1,0,0,1,138,0,phishing
30,0,0,0,1,0,0,1,7295,0,phishing
70,0,0,0,0,100,0,1,1933,0,phishing
240,0,0,0,1,0,0,1,4646,0,phishing
57,0,0,0,0,0,0,1,6945,0,phishing
73,0,0,0,0,83.33333333,0,1,3146,95781,legitimate
23,1,0,0,0,0,0,1,4656,135272,legitimate
69,0,0,0,0,0,0,1,303,0,phishing
24,0,0,0,1,94.59459459,0,1,4477,2528830,legitimate
51,0,0,0,0,100,0,0,6460,467993,legitimate
31,0,0,0,0,0,0,1,316,4853199,phishing
29,0,0,0,0,50,0,0,2054,3063554,legitimate
24,1,0,0,1,50,0,1,2863,1253431,legitimate
46,0,0,0,1,31.25,0,0,7837,603,legitimate
43,0,0,0,1,32.14285714,0,1,6074,14284,legitimate
35,0,0,0,0,66.66666667,0,1,1023,1322736,phishing
32,0,0,0,1,0,0,1,7295,0,phishing
135,0,0,0,0,94.44444444,0,1,9694,18697,legitimate
263,0,0,0,1,12.5,0,1,4097,0,phishing
22,0,0,0,0,0,0,1,-1,0,phishing
100,0,0,0,1,97.5,0,1,243,0,phishing
32,0,0,0,0,100,0,1,92,0,phishing
388,0,0,0,0,100,0,1,6085,6816950,phishing
36,0,0,0,0,40,0,1,5077,194144,legitimate
29,0,0,0,1,33.33333333,0,1,7471,3043528,legitimate
47,0,0,0,1,0,0,1,-1,0,phishing
24,0,0,0,1,12.90322581,0,1,2582,141183,legitimate
19,0,0,0,0,100,0,0,-1,169074,legitimate
38,0,0,0,1,90,0,1,5257,0,legitimate
51,0,0,0,1,66.66666667,0,0,2179,0,phishing
57,0,0,0,1,72.72727273,0,1,1867,4484170,legitimate
116,0,0,0,1,50,0,1,4609,0,phishing
37,0,0,0,0,100,0,0,12209,50,legitimate
140,0,0,0,0,0,0,1,7083,17964,phishing
34,1,0,0,0,100,0,1,-1,0,phishing
53,0,0,0,1,0,0,0,2484,0,phishing
31,0,0,0,1,45.45454545,0,1,-1,0,legitimate
41,0,0,0,0,100,0,1,160,0,phishing
109,0,0,0,0,100,0,1,658,9558747,phishing
46,1,0,0,0,100,0,1,1736,842411,phishing
23,0,0,0,0,77.77777778,0,0,7099,372945,legitimate
21,0,0,0,0,0,0,0,6239,62,legitimate
36,0,0,0,0,100,0,0,4822,209887,legitimate
47,0,0,0,0,100,0,0,7132,12,legitimate
43,0,0,0,0,0,0,1,7222,1592793,legitimate
68,0,0,0,0,76.92307692,0,1,5990,187079,phishing
293,0,0,0,0,96.42857143,0,0,2815,7079578,phishing
58,0,0,0,1,33.33333333,0,1,7551,163827,legitimate
91,0,0,0,1,50,0,1,532,0,phishing
26,0,0,0,1,86.36363636,0,1,2746,3139730,legitimate
43,0,0,0,1,0,0,1,6544,0,phishing
24,0,0,0,1,0,0,0,1207,3021434,legitimate
59,0,0,0,1,20,0,1,2685,188662,legitimate
45,0,0,1,0,0,0,1,1953,4365,phishing
55,0,0,0,0,100,0,0,5296,1569169,legitimate
47,0,0,0,1,50,0,0,5005,0,legitimate
25,0,0,0,1,90.90909091,0,0,7697,128,legitimate
28,0,0,0,1,0,0,0,7412,1561104,phishing
70,0,0,0,1,0,0,1,1202,0,phishing
52,0,0,0,0,75,0,1,5737,8550,legitimate
50,0,0,0,1,75,0,1,5626,0,phishing
23,1,0,0,0,100,0,0,-1,90667,legitimate
42,0,0,0,0,100,0,1,7587,988,legitimate
45,0,0,0,1,66.66666667,0,1,4608,2430743,legitimate
130,0,0,0,1,57.14285714,0,0,8810,379136,legitimate
44,0,0,0,0,100,0,1,-1,0,phishing
23,0,0,0,1,88.23529412,0,0,5365,34798,legitimate
56,0,0,0,0,100,0,1,3821,0,phishing
41,0,0,0,0,100,0,1,6856,988416,phishing
41,0,0,0,0,100,0,0,8430,5635,legitimate
24,0,0,0,0,0,0,1,2808,3566615,legitimate
70,0,0,0,0,0,0,1,59,0,phishing
23,0,0,0,1,0,0,0,-1,162824,legitimate
34,0,0,0,1,0,0,1,6072,14411,legitimate
202,0,0,0,1,0,0,1,6868,6728303,phishing
26,0,0,0,1,50,0,1,980,0,legitimate
50,0,0,0,0,100,0,1,-1,9281332,legitimate
126,0,0,0,0,100,0,1,3993,5707171,phishing
102,0,0,0,0,85.71428571,0,1,2047,0,phishing
66,0,0,0,0,81.25,0,1,4210,3878,legitimate
32,0,0,1,0,0,0,1,1953,4365,phishing
40,0,0,0,0,66.66666667,0,1,6438,0,legitimate
20,0,0,0,0,100,0,0,7730,97060,legitimate
36,0,0,0,0,93.75,0,1,8906,1546,legitimate
29,1,0,0,1,83.33333333,0,1,5442,2659785,legitimate
32,0,0,0,1,9.090909091,0,1,7297,2408577,legitimate
70,0,0,0,0,90,0,0,11049,549,legitimate
27,0,0,0,0,0,0,1,3510,0,legitimate
99,0,0,0,1,33.33333333,0,1,8347,1,legitimate
44,0,0,0,1,61.53846154,0,1,6260,684,legitimate
39,1,0,0,1,0,0,1,-1,10288277,phishing
28,0,0,0,1,88.88888889,0,0,4460,921884,legitimate
